"RowID","Date","Year","Location","IndicatorName","IndicatorValue","IndicatorID","IndicatorID_old","IndicatorTable"
"Nashville, TN_B23002B_003E_2010","01/01/2010 12:00:00 AM","2010","Nashville, TN","Estimate; Male: - 16 to 19 years: (Black or African Ame","5629.0","B23002B_003E","HD01_VD03","B23002B: Sex by age by employment status (Black or African American alone)"
"Nashville, TN_B23002B_066E_2010","01/01/2010 12:00:00 AM","2010","Nashville, TN","Estimate; Female: - 55 to 64 years: - In labor force: (","5253.0","B23002B_066E","HD01_VD66","B23002B: Sex by age by employment status (Black or African American alone)"
"Miami, FL_B23002B_059E_2011","01/01/2011 12:00:00 AM","2011","Miami, FL","Estimate; Female: - 25 to 54 years: - In labor force: (","14616.0","B23002B_059E","HD01_VD59","B23002B: Sex by age by employment status (Black or African American alone)"
"Nashville, TN_Calculation: (B23002B_045E+B23002B_052E+B23002B_059E+B23002B_066E)/(B23002B_044E+B23002B_051E+B23002B_058E+B23002B_065E)_2010","01/01/2010 12:00:00 AM","2010","Nashville, TN","Workforce participation rate (Female, Black or African American Alone)","73.0","Calculation: (B23002B_045E+B23002B_052E+B23002B_059E+B23002B_066E)/(B23002B_044E+B23002B_051E+B23002B_058E+B23002B_065E)","Calculation: (HD01_VD45+HD01_VD52+HD01_VD59+HD01_VD66)/(HD01_VD44+HD01_VD51+HD01_VD58+HD01_VD65)","B23002B: Sex by age by employment status (Black or African American alone)"
"Nashville, TN_Calculation: (B23002B_004E+B23002B_011E+B23002B_018E+B23002B_025E)/(B23002B_003E+B23002B_010E+B23002B_017E+B23002B_024E)_2010","01/01/2010 12:00:00 AM","2010","Nashville, TN","Workforce participation rate (Male, Black or African American Alone)","70.0","Calculation: (B23002B_004E+B23002B_011E+B23002B_018E+B23002B_025E)/(B23002B_003E+B23002B_010E+B23002B_017E+B23002B_024E)","Calculation: (HD01_VD04+HD01_VD11+HD01_VD18+HD01_VD25)/(HD01_VD03+HD01_VD10+HD01_VD17+HD01_VD24)","B23002B: Sex by age by employment status (Black or African American alone)"
"Nashville, TN_B23002B_059E_2010","01/01/2010 12:00:00 AM","2010","Nashville, TN","Estimate; Female: - 25 to 54 years: - In labor force: (","33480.0","B23002B_059E","HD01_VD59","B23002B: Sex by age by employment status (Black or African American alone)"
"Nashville, TN_B23002B_025E_2010","01/01/2010 12:00:00 AM","2010","Nashville, TN","Estimate; Male: - 55 to 64 years: - In labor force: (Bl","4506.0","B23002B_025E","HD01_VD25","B23002B: Sex by age by employment status (Black or African American alone)"
"Nashville, TN_B23002B_058E_2010","01/01/2010 12:00:00 AM","2010","Nashville, TN","Estimate; Female: - 25 to 54 years: (Black or African A","40455.0","B23002B_058E","HD01_VD58","B23002B: Sex by age by employment status (Black or African American alone)"
"Nashville, TN_B23002B_004E_2010","01/01/2010 12:00:00 AM","2010","Nashville, TN","Estimate; Male: - 16 to 19 years: - In labor force: (Bl","2166.0","B23002B_004E","HD01_VD04","B23002B: Sex by age by employment status (Black or African American alone)"
"Nashville, TN_B23002B_065E_2010","01/01/2010 12:00:00 AM","2010","Nashville, TN","Estimate; Female: - 55 to 64 years: (Black or African A","8980.0","B23002B_065E","HD01_VD65","B23002B: Sex by age by employment status (Black or African American alone)"
"Miami, FL_B23002B_052E_2011","01/01/2011 12:00:00 AM","2011","Miami, FL","Estimate; Female: - 20 to 24 years: - In labor force: (","1837.0","B23002B_052E","HD01_VD52","B23002B: Sex by age by employment status (Black or African American alone)"
"Miami, FL_B23002B_010E_2011","01/01/2011 12:00:00 AM","2011","Miami, FL","Estimate; Male: - 20 to 24 years: (Black or African Ame","2670.0","B23002B_010E","HD01_VD10","B23002B: Sex by age by employment status (Black or African American alone)"
"Miami, FL_B23002B_045E_2011","01/01/2011 12:00:00 AM","2011","Miami, FL","Estimate; Female: - 16 to 19 years: - In labor force: (","462.0","B23002B_045E","HD01_VD45","B23002B: Sex by age by employment status (Black or African American alone)"
"Miami, FL_B23002B_011E_2011","01/01/2011 12:00:00 AM","2011","Miami, FL","Estimate; Male: - 20 to 24 years: - In labor force: (Bl","1148.0","B23002B_011E","HD01_VD11","B23002B: Sex by age by employment status (Black or African American alone)"
"Miami, FL_B23002B_051E_2011","01/01/2011 12:00:00 AM","2011","Miami, FL","Estimate; Female: - 20 to 24 years: (Black or African A","3835.0","B23002B_051E","HD01_VD51","B23002B: Sex by age by employment status (Black or African American alone)"
"Miami, FL_B23002B_018E_2011","01/01/2011 12:00:00 AM","2011","Miami, FL","Estimate; Male: - 25 to 54 years: - In labor force: (Bl","9242.0","B23002B_018E","HD01_VD18","B23002B: Sex by age by employment status (Black or African American alone)"
"Miami, FL_B23002B_044E_2011","01/01/2011 12:00:00 AM","2011","Miami, FL","Estimate; Female: - 16 to 19 years: (Black or African A","2374.0","B23002B_044E","HD01_VD44","B23002B: Sex by age by employment status (Black or African American alone)"
"Miami, FL_B23002B_024E_2011","01/01/2011 12:00:00 AM","2011","Miami, FL","Estimate; Male: - 55 to 64 years: (Black or African Ame","4737.0","B23002B_024E","HD01_VD24","B23002B: Sex by age by employment status (Black or African American alone)"
"Miami, FL_B23002B_017E_2011","01/01/2011 12:00:00 AM","2011","Miami, FL","Estimate; Male: - 25 to 54 years: (Black or African Ame","13218.0","B23002B_017E","HD01_VD17","B23002B: Sex by age by employment status (Black or African American alone)"
"Miami, FL_B23002B_003E_2011","01/01/2011 12:00:00 AM","2011","Miami, FL","Estimate; Male: - 16 to 19 years: (Black or African Ame","3069.0","B23002B_003E","HD01_VD03","B23002B: Sex by age by employment status (Black or African American alone)"
"Miami, FL_B23002B_066E_2011","01/01/2011 12:00:00 AM","2011","Miami, FL","Estimate; Female: - 55 to 64 years: - In labor force: (","1964.0","B23002B_066E","HD01_VD66","B23002B: Sex by age by employment status (Black or African American alone)"
"Miami, FL_Calculation: (B23002B_045E+B23002B_052E+B23002B_059E+B23002B_066E)/(B23002B_044E+B23002B_051E+B23002B_058E+B23002B_065E)_2011","01/01/2011 12:00:00 AM","2011","Miami, FL","Workforce participation rate (Female, Black or African American Alone)","64.0","Calculation: (B23002B_045E+B23002B_052E+B23002B_059E+B23002B_066E)/(B23002B_044E+B23002B_051E+B23002B_058E+B23002B_065E)","Calculation: (HD01_VD45+HD01_VD52+HD01_VD59+HD01_VD66)/(HD01_VD44+HD01_VD51+HD01_VD58+HD01_VD65)","B23002B: Sex by age by employment status (Black or African American alone)"
"Miami, FL_Calculation: (B23002B_004E+B23002B_011E+B23002B_018E+B23002B_025E)/(B23002B_003E+B23002B_010E+B23002B_017E+B23002B_024E)_2011","01/01/2011 12:00:00 AM","2011","Miami, FL","Workforce participation rate (Male, Black or African American Alone)","60.0","Calculation: (B23002B_004E+B23002B_011E+B23002B_018E+B23002B_025E)/(B23002B_003E+B23002B_010E+B23002B_017E+B23002B_024E)","Calculation: (HD01_VD04+HD01_VD11+HD01_VD18+HD01_VD25)/(HD01_VD03+HD01_VD10+HD01_VD17+HD01_VD24)","B23002B: Sex by age by employment status (Black or African American alone)"
"Miami, FL_B23002B_025E_2011","01/01/2011 12:00:00 AM","2011","Miami, FL","Estimate; Male: - 55 to 64 years: - In labor force: (Bl","2670.0","B23002B_025E","HD01_VD25","B23002B: Sex by age by employment status (Black or African American alone)"
"Miami, FL_B23002B_058E_2011","01/01/2011 12:00:00 AM","2011","Miami, FL","Estimate; Female: - 25 to 54 years: (Black or African A","18150.0","B23002B_058E","HD01_VD58","B23002B: Sex by age by employment status (Black or African American alone)"
"Miami, FL_B23002B_004E_2011","01/01/2011 12:00:00 AM","2011","Miami, FL","Estimate; Male: - 16 to 19 years: - In labor force: (Bl","1050.0","B23002B_004E","HD01_VD04","B23002B: Sex by age by employment status (Black or African American alone)"
"Miami, FL_B23002B_065E_2011","01/01/2011 12:00:00 AM","2011","Miami, FL","Estimate; Female: - 55 to 64 years: (Black or African A","4966.0","B23002B_065E","HD01_VD65","B23002B: Sex by age by employment status (Black or African American alone)"
"Tampa. FL_B23002B_052E_2011","01/01/2011 12:00:00 AM","2011","Tampa. FL","Estimate; Female: - 20 to 24 years: - In labor force: (","3566.0","B23002B_052E","HD01_VD52","B23002B: Sex by age by employment status (Black or African American alone)"
"Tampa. FL_B23002B_010E_2011","01/01/2011 12:00:00 AM","2011","Tampa. FL","Estimate; Male: - 20 to 24 years: (Black or African Ame","3901.0","B23002B_010E","HD01_VD10","B23002B: Sex by age by employment status (Black or African American alone)"
"Tampa. FL_B23002B_045E_2011","01/01/2011 12:00:00 AM","2011","Tampa. FL","Estimate; Female: - 16 to 19 years: - In labor force: (","941.0","B23002B_045E","HD01_VD45","B23002B: Sex by age by employment status (Black or African American alone)"
"Tampa. FL_B23002B_011E_2011","01/01/2011 12:00:00 AM","2011","Tampa. FL","Estimate; Male: - 20 to 24 years: - In labor force: (Bl","2637.0","B23002B_011E","HD01_VD11","B23002B: Sex by age by employment status (Black or African American alone)"
"Tampa. FL_B23002B_051E_2011","01/01/2011 12:00:00 AM","2011","Tampa. FL","Estimate; Female: - 20 to 24 years: (Black or African A","4872.0","B23002B_051E","HD01_VD51","B23002B: Sex by age by employment status (Black or African American alone)"
"Tampa. FL_B23002B_018E_2011","01/01/2011 12:00:00 AM","2011","Tampa. FL","Estimate; Male: - 25 to 54 years: - In labor force: (Bl","12773.0","B23002B_018E","HD01_VD18","B23002B: Sex by age by employment status (Black or African American alone)"
"Tampa. FL_B23002B_044E_2011","01/01/2011 12:00:00 AM","2011","Tampa. FL","Estimate; Female: - 16 to 19 years: (Black or African A","4083.0","B23002B_044E","HD01_VD44","B23002B: Sex by age by employment status (Black or African American alone)"
"Tampa. FL_B23002B_024E_2011","01/01/2011 12:00:00 AM","2011","Tampa. FL","Estimate; Male: - 55 to 64 years: (Black or African Ame","4024.0","B23002B_024E","HD01_VD24","B23002B: Sex by age by employment status (Black or African American alone)"
"Tampa. FL_B23002B_017E_2011","01/01/2011 12:00:00 AM","2011","Tampa. FL","Estimate; Male: - 25 to 54 years: (Black or African Ame","17161.0","B23002B_017E","HD01_VD17","B23002B: Sex by age by employment status (Black or African American alone)"
"Tampa. FL_B23002B_003E_2011","01/01/2011 12:00:00 AM","2011","Tampa. FL","Estimate; Male: - 16 to 19 years: (Black or African Ame","4154.0","B23002B_003E","HD01_VD03","B23002B: Sex by age by employment status (Black or African American alone)"
"Tampa. FL_B23002B_066E_2011","01/01/2011 12:00:00 AM","2011","Tampa. FL","Estimate; Female: - 55 to 64 years: - In labor force: (","2419.0","B23002B_066E","HD01_VD66","B23002B: Sex by age by employment status (Black or African American alone)"
"Tampa. FL_Calculation: (B23002B_045E+B23002B_052E+B23002B_059E+B23002B_066E)/(B23002B_044E+B23002B_051E+B23002B_058E+B23002B_065E)_2011","01/01/2011 12:00:00 AM","2011","Tampa. FL","Workforce participation rate (Female, Black or African American Alone)","65.0","Calculation: (B23002B_045E+B23002B_052E+B23002B_059E+B23002B_066E)/(B23002B_044E+B23002B_051E+B23002B_058E+B23002B_065E)","Calculation: (HD01_VD45+HD01_VD52+HD01_VD59+HD01_VD66)/(HD01_VD44+HD01_VD51+HD01_VD58+HD01_VD65)","B23002B: Sex by age by employment status (Black or African American alone)"
"Tampa. FL_Calculation: (B23002B_004E+B23002B_011E+B23002B_018E+B23002B_025E)/(B23002B_003E+B23002B_010E+B23002B_017E+B23002B_024E)_2011","01/01/2011 12:00:00 AM","2011","Tampa. FL","Workforce participation rate (Male, Black or African American Alone)","65.0","Calculation: (B23002B_004E+B23002B_011E+B23002B_018E+B23002B_025E)/(B23002B_003E+B23002B_010E+B23002B_017E+B23002B_024E)","Calculation: (HD01_VD04+HD01_VD11+HD01_VD18+HD01_VD25)/(HD01_VD03+HD01_VD10+HD01_VD17+HD01_VD24)","B23002B: Sex by age by employment status (Black or African American alone)"
"Tampa. FL_B23002B_059E_2011","01/01/2011 12:00:00 AM","2011","Tampa. FL","Estimate; Female: - 25 to 54 years: - In labor force: (","15446.0","B23002B_059E","HD01_VD59","B23002B: Sex by age by employment status (Black or African American alone)"
"Tampa. FL_B23002B_025E_2011","01/01/2011 12:00:00 AM","2011","Tampa. FL","Estimate; Male: - 55 to 64 years: - In labor force: (Bl","2376.0","B23002B_025E","HD01_VD25","B23002B: Sex by age by employment status (Black or African American alone)"
"Tampa. FL_B23002B_058E_2011","01/01/2011 12:00:00 AM","2011","Tampa. FL","Estimate; Female: - 25 to 54 years: (Black or African A","20579.0","B23002B_058E","HD01_VD58","B23002B: Sex by age by employment status (Black or African American alone)"
"Tampa. FL_B23002B_004E_2011","01/01/2011 12:00:00 AM","2011","Tampa. FL","Estimate; Male: - 16 to 19 years: - In labor force: (Bl","1199.0","B23002B_004E","HD01_VD04","B23002B: Sex by age by employment status (Black or African American alone)"
"Tampa. FL_B23002B_065E_2011","01/01/2011 12:00:00 AM","2011","Tampa. FL","Estimate; Female: - 55 to 64 years: (Black or African A","4901.0","B23002B_065E","HD01_VD65","B23002B: Sex by age by employment status (Black or African American alone)"
"Atlanta, GA_B23002B_052E_2011","01/01/2011 12:00:00 AM","2011","Atlanta, GA","Estimate; Female: - 20 to 24 years: - In labor force: (","10329.0","B23002B_052E","HD01_VD52","B23002B: Sex by age by employment status (Black or African American alone)"
"Atlanta, GA_B23002B_010E_2011","01/01/2011 12:00:00 AM","2011","Atlanta, GA","Estimate; Male: - 20 to 24 years: (Black or African Ame","10566.0","B23002B_010E","HD01_VD10","B23002B: Sex by age by employment status (Black or African American alone)"
"Atlanta, GA_B23002B_045E_2011","01/01/2011 12:00:00 AM","2011","Atlanta, GA","Estimate; Female: - 16 to 19 years: - In labor force: (","2178.0","B23002B_045E","HD01_VD45","B23002B: Sex by age by employment status (Black or African American alone)"
"Atlanta, GA_B23002B_011E_2011","01/01/2011 12:00:00 AM","2011","Atlanta, GA","Estimate; Male: - 20 to 24 years: - In labor force: (Bl","6693.0","B23002B_011E","HD01_VD11","B23002B: Sex by age by employment status (Black or African American alone)"
"Atlanta, GA_B23002B_051E_2011","01/01/2011 12:00:00 AM","2011","Atlanta, GA","Estimate; Female: - 20 to 24 years: (Black or African A","14795.0","B23002B_051E","HD01_VD51","B23002B: Sex by age by employment status (Black or African American alone)"
"Atlanta, GA_B23002B_018E_2011","01/01/2011 12:00:00 AM","2011","Atlanta, GA","Estimate; Male: - 25 to 54 years: - In labor force: (Bl","37762.0","B23002B_018E","HD01_VD18","B23002B: Sex by age by employment status (Black or African American alone)"
"Atlanta, GA_B23002B_044E_2011","01/01/2011 12:00:00 AM","2011","Atlanta, GA","Estimate; Female: - 16 to 19 years: (Black or African A","7706.0","B23002B_044E","HD01_VD44","B23002B: Sex by age by employment status (Black or African American alone)"
"Atlanta, GA_B23002B_024E_2011","01/01/2011 12:00:00 AM","2011","Atlanta, GA","Estimate; Male: - 55 to 64 years: (Black or African Ame","12104.0","B23002B_024E","HD01_VD24","B23002B: Sex by age by employment status (Black or African American alone)"
"Atlanta, GA_B23002B_017E_2011","01/01/2011 12:00:00 AM","2011","Atlanta, GA","Estimate; Male: - 25 to 54 years: (Black or African Ame","49151.0","B23002B_017E","HD01_VD17","B23002B: Sex by age by employment status (Black or African American alone)"
"Atlanta, GA_B23002B_003E_2011","01/01/2011 12:00:00 AM","2011","Atlanta, GA","Estimate; Male: - 16 to 19 years: (Black or African Ame","7009.0","B23002B_003E","HD01_VD03","B23002B: Sex by age by employment status (Black or African American alone)"
"Atlanta, GA_B23002B_066E_2011","01/01/2011 12:00:00 AM","2011","Atlanta, GA","Estimate; Female: - 55 to 64 years: - In labor force: (","7052.0","B23002B_066E","HD01_VD66","B23002B: Sex by age by employment status (Black or African American alone)"
"Atlanta, GA_Calculation: (B23002B_045E+B23002B_052E+B23002B_059E+B23002B_066E)/(B23002B_044E+B23002B_051E+B23002B_058E+B23002B_065E)_2011","01/01/2011 12:00:00 AM","2011","Atlanta, GA","Workforce participation rate (Female, Black or African American Alone)","67.0","Calculation: (B23002B_045E+B23002B_052E+B23002B_059E+B23002B_066E)/(B23002B_044E+B23002B_051E+B23002B_058E+B23002B_065E)","Calculation: (HD01_VD45+HD01_VD52+HD01_VD59+HD01_VD66)/(HD01_VD44+HD01_VD51+HD01_VD58+HD01_VD65)","B23002B: Sex by age by employment status (Black or African American alone)"
"Atlanta, GA_Calculation: (B23002B_004E+B23002B_011E+B23002B_018E+B23002B_025E)/(B23002B_003E+B23002B_010E+B23002B_017E+B23002B_024E)_2011","01/01/2011 12:00:00 AM","2011","Atlanta, GA","Workforce participation rate (Male, Black or African American Alone)","65.0","Calculation: (B23002B_004E+B23002B_011E+B23002B_018E+B23002B_025E)/(B23002B_003E+B23002B_010E+B23002B_017E+B23002B_024E)","Calculation: (HD01_VD04+HD01_VD11+HD01_VD18+HD01_VD25)/(HD01_VD03+HD01_VD10+HD01_VD17+HD01_VD24)","B23002B: Sex by age by employment status (Black or African American alone)"
"Atlanta, GA_B23002B_059E_2011","01/01/2011 12:00:00 AM","2011","Atlanta, GA","Estimate; Female: - 25 to 54 years: - In labor force: (","37549.0","B23002B_059E","HD01_VD59","B23002B: Sex by age by employment status (Black or African American alone)"
"Atlanta, GA_B23002B_025E_2011","01/01/2011 12:00:00 AM","2011","Atlanta, GA","Estimate; Male: - 55 to 64 years: - In labor force: (Bl","5417.0","B23002B_025E","HD01_VD25","B23002B: Sex by age by employment status (Black or African American alone)"
"Atlanta, GA_B23002B_058E_2011","01/01/2011 12:00:00 AM","2011","Atlanta, GA","Estimate; Female: - 25 to 54 years: (Black or African A","48622.0","B23002B_058E","HD01_VD58","B23002B: Sex by age by employment status (Black or African American alone)"
"Atlanta, GA_B23002B_004E_2011","01/01/2011 12:00:00 AM","2011","Atlanta, GA","Estimate; Male: - 16 to 19 years: - In labor force: (Bl","1666.0","B23002B_004E","HD01_VD04","B23002B: Sex by age by employment status (Black or African American alone)"
"Atlanta, GA_B23002B_065E_2011","01/01/2011 12:00:00 AM","2011","Atlanta, GA","Estimate; Female: - 55 to 64 years: (Black or African A","14739.0","B23002B_065E","HD01_VD65","B23002B: Sex by age by employment status (Black or African American alone)"
"Louisville, KY_B23002B_052E_2011","01/01/2011 12:00:00 AM","2011","Louisville, KY","Estimate; Female: - 20 to 24 years: - In labor force: (","4580.0","B23002B_052E","HD01_VD52","B23002B: Sex by age by employment status (Black or African American alone)"
"Louisville, KY_B23002B_010E_2011","01/01/2011 12:00:00 AM","2011","Louisville, KY","Estimate; Male: - 20 to 24 years: (Black or African Ame","5142.0","B23002B_010E","HD01_VD10","B23002B: Sex by age by employment status (Black or African American alone)"
"Louisville, KY_B23002B_045E_2011","01/01/2011 12:00:00 AM","2011","Louisville, KY","Estimate; Female: - 16 to 19 years: - In labor force: (","1903.0","B23002B_045E","HD01_VD45","B23002B: Sex by age by employment status (Black or African American alone)"
"Louisville, KY_B23002B_011E_2011","01/01/2011 12:00:00 AM","2011","Louisville, KY","Estimate; Male: - 20 to 24 years: - In labor force: (Bl","4156.0","B23002B_011E","HD01_VD11","B23002B: Sex by age by employment status (Black or African American alone)"
"Louisville, KY_B23002B_051E_2011","01/01/2011 12:00:00 AM","2011","Louisville, KY","Estimate; Female: - 20 to 24 years: (Black or African A","5275.0","B23002B_051E","HD01_VD51","B23002B: Sex by age by employment status (Black or African American alone)"
"Louisville, KY_B23002B_018E_2011","01/01/2011 12:00:00 AM","2011","Louisville, KY","Estimate; Male: - 25 to 54 years: - In labor force: (Bl","19309.0","B23002B_018E","HD01_VD18","B23002B: Sex by age by employment status (Black or African American alone)"
"Louisville, KY_B23002B_044E_2011","01/01/2011 12:00:00 AM","2011","Louisville, KY","Estimate; Female: - 16 to 19 years: (Black or African A","3921.0","B23002B_044E","HD01_VD44","B23002B: Sex by age by employment status (Black or African American alone)"
"Louisville, KY_B23002B_024E_2011","01/01/2011 12:00:00 AM","2011","Louisville, KY","Estimate; Male: - 55 to 64 years: (Black or African Ame","6559.0","B23002B_024E","HD01_VD24","B23002B: Sex by age by employment status (Black or African American alone)"
"Louisville, KY_B23002B_017E_2011","01/01/2011 12:00:00 AM","2011","Louisville, KY","Estimate; Male: - 25 to 54 years: (Black or African Ame","24545.0","B23002B_017E","HD01_VD17","B23002B: Sex by age by employment status (Black or African American alone)"
"Louisville, KY_B23002B_003E_2011","01/01/2011 12:00:00 AM","2011","Louisville, KY","Estimate; Male: - 16 to 19 years: (Black or African Ame","4882.0","B23002B_003E","HD01_VD03","B23002B: Sex by age by employment status (Black or African American alone)"
"Louisville, KY_B23002B_066E_2011","01/01/2011 12:00:00 AM","2011","Louisville, KY","Estimate; Female: - 55 to 64 years: - In labor force: (","4336.0","B23002B_066E","HD01_VD66","B23002B: Sex by age by employment status (Black or African American alone)"
"Louisville, KY_Calculation: (B23002B_045E+B23002B_052E+B23002B_059E+B23002B_066E)/(B23002B_044E+B23002B_051E+B23002B_058E+B23002B_065E)_2011","01/01/2011 12:00:00 AM","2011","Louisville, KY","Workforce participation rate (Female, Black or African American Alone)","73.0","Calculation: (B23002B_045E+B23002B_052E+B23002B_059E+B23002B_066E)/(B23002B_044E+B23002B_051E+B23002B_058E+B23002B_065E)","Calculation: (HD01_VD45+HD01_VD52+HD01_VD59+HD01_VD66)/(HD01_VD44+HD01_VD51+HD01_VD58+HD01_VD65)","B23002B: Sex by age by employment status (Black or African American alone)"
"Louisville, KY_Calculation: (B23002B_004E+B23002B_011E+B23002B_018E+B23002B_025E)/(B23002B_003E+B23002B_010E+B23002B_017E+B23002B_024E)_2011","01/01/2011 12:00:00 AM","2011","Louisville, KY","Workforce participation rate (Male, Black or African American Alone)","70.0","Calculation: (B23002B_004E+B23002B_011E+B23002B_018E+B23002B_025E)/(B23002B_003E+B23002B_010E+B23002B_017E+B23002B_024E)","Calculation: (HD01_VD04+HD01_VD11+HD01_VD18+HD01_VD25)/(HD01_VD03+HD01_VD10+HD01_VD17+HD01_VD24)","B23002B: Sex by age by employment status (Black or African American alone)"
"Louisville, KY_B23002B_059E_2011","01/01/2011 12:00:00 AM","2011","Louisville, KY","Estimate; Female: - 25 to 54 years: - In labor force: (","24640.0","B23002B_059E","HD01_VD59","B23002B: Sex by age by employment status (Black or African American alone)"
"Louisville, KY_B23002B_025E_2011","01/01/2011 12:00:00 AM","2011","Louisville, KY","Estimate; Male: - 55 to 64 years: - In labor force: (Bl","3730.0","B23002B_025E","HD01_VD25","B23002B: Sex by age by employment status (Black or African American alone)"
"Louisville, KY_B23002B_058E_2011","01/01/2011 12:00:00 AM","2011","Louisville, KY","Estimate; Female: - 25 to 54 years: (Black or African A","31351.0","B23002B_058E","HD01_VD58","B23002B: Sex by age by employment status (Black or African American alone)"
"Louisville, KY_B23002B_004E_2011","01/01/2011 12:00:00 AM","2011","Louisville, KY","Estimate; Male: - 16 to 19 years: - In labor force: (Bl","1449.0","B23002B_004E","HD01_VD04","B23002B: Sex by age by employment status (Black or African American alone)"
"Louisville, KY_B23002B_065E_2011","01/01/2011 12:00:00 AM","2011","Louisville, KY","Estimate; Female: - 55 to 64 years: (Black or African A","7940.0","B23002B_065E","HD01_VD65","B23002B: Sex by age by employment status (Black or African American alone)"
"Baton Rouge, LA_B23002B_052E_2011","01/01/2011 12:00:00 AM","2011","Baton Rouge, LA","Estimate; Female: - 20 to 24 years: - In labor force: (","6657.0","B23002B_052E","HD01_VD52","B23002B: Sex by age by employment status (Black or African American alone)"
"Baton Rouge, LA_B23002B_010E_2011","01/01/2011 12:00:00 AM","2011","Baton Rouge, LA","Estimate; Male: - 20 to 24 years: (Black or African Ame","5924.0","B23002B_010E","HD01_VD10","B23002B: Sex by age by employment status (Black or African American alone)"
"Baton Rouge, LA_B23002B_045E_2011","01/01/2011 12:00:00 AM","2011","Baton Rouge, LA","Estimate; Female: - 16 to 19 years: - In labor force: (","2071.0","B23002B_045E","HD01_VD45","B23002B: Sex by age by employment status (Black or African American alone)"
"Baton Rouge, LA_B23002B_011E_2011","01/01/2011 12:00:00 AM","2011","Baton Rouge, LA","Estimate; Male: - 20 to 24 years: - In labor force: (Bl","5550.0","B23002B_011E","HD01_VD11","B23002B: Sex by age by employment status (Black or African American alone)"
"Baton Rouge, LA_B23002B_051E_2011","01/01/2011 12:00:00 AM","2011","Baton Rouge, LA","Estimate; Female: - 20 to 24 years: (Black or African A","8112.0","B23002B_051E","HD01_VD51","B23002B: Sex by age by employment status (Black or African American alone)"
"Baton Rouge, LA_B23002B_018E_2011","01/01/2011 12:00:00 AM","2011","Baton Rouge, LA","Estimate; Male: - 25 to 54 years: - In labor force: (Bl","18528.0","B23002B_018E","HD01_VD18","B23002B: Sex by age by employment status (Black or African American alone)"
"Baton Rouge, LA_B23002B_044E_2011","01/01/2011 12:00:00 AM","2011","Baton Rouge, LA","Estimate; Female: - 16 to 19 years: (Black or African A","3850.0","B23002B_044E","HD01_VD44","B23002B: Sex by age by employment status (Black or African American alone)"
"Baton Rouge, LA_B23002B_024E_2011","01/01/2011 12:00:00 AM","2011","Baton Rouge, LA","Estimate; Male: - 55 to 64 years: (Black or African Ame","5377.0","B23002B_024E","HD01_VD24","B23002B: Sex by age by employment status (Black or African American alone)"
"Baton Rouge, LA_B23002B_017E_2011","01/01/2011 12:00:00 AM","2011","Baton Rouge, LA","Estimate; Male: - 25 to 54 years: (Black or African Ame","22473.0","B23002B_017E","HD01_VD17","B23002B: Sex by age by employment status (Black or African American alone)"
"Baton Rouge, LA_B23002B_003E_2011","01/01/2011 12:00:00 AM","2011","Baton Rouge, LA","Estimate; Male: - 16 to 19 years: (Black or African Ame","4818.0","B23002B_003E","HD01_VD03","B23002B: Sex by age by employment status (Black or African American alone)"
"Baton Rouge, LA_B23002B_066E_2011","01/01/2011 12:00:00 AM","2011","Baton Rouge, LA","Estimate; Female: - 55 to 64 years: - In labor force: (","3736.0","B23002B_066E","HD01_VD66","B23002B: Sex by age by employment status (Black or African American alone)"
"Baton Rouge, LA_Calculation: (B23002B_045E+B23002B_052E+B23002B_059E+B23002B_066E)/(B23002B_044E+B23002B_051E+B23002B_058E+B23002B_065E)_2011","01/01/2011 12:00:00 AM","2011","Baton Rouge, LA","Workforce participation rate (Female, Black or African American Alone)","74.0","Calculation: (B23002B_045E+B23002B_052E+B23002B_059E+B23002B_066E)/(B23002B_044E+B23002B_051E+B23002B_058E+B23002B_065E)","Calculation: (HD01_VD45+HD01_VD52+HD01_VD59+HD01_VD66)/(HD01_VD44+HD01_VD51+HD01_VD58+HD01_VD65)","B23002B: Sex by age by employment status (Black or African American alone)"
"Baton Rouge, LA_Calculation: (B23002B_004E+B23002B_011E+B23002B_018E+B23002B_025E)/(B23002B_003E+B23002B_010E+B23002B_017E+B23002B_024E)_2011","01/01/2011 12:00:00 AM","2011","Baton Rouge, LA","Workforce participation rate (Male, Black or African American Alone)","74.0","Calculation: (B23002B_004E+B23002B_011E+B23002B_018E+B23002B_025E)/(B23002B_003E+B23002B_010E+B23002B_017E+B23002B_024E)","Calculation: (HD01_VD04+HD01_VD11+HD01_VD18+HD01_VD25)/(HD01_VD03+HD01_VD10+HD01_VD17+HD01_VD24)","B23002B: Sex by age by employment status (Black or African American alone)"
"Baton Rouge, LA_B23002B_059E_2011","01/01/2011 12:00:00 AM","2011","Baton Rouge, LA","Estimate; Female: - 25 to 54 years: - In labor force: (","21061.0","B23002B_059E","HD01_VD59","B23002B: Sex by age by employment status (Black or African American alone)"
"Baton Rouge, LA_B23002B_025E_2011","01/01/2011 12:00:00 AM","2011","Baton Rouge, LA","Estimate; Male: - 55 to 64 years: - In labor force: (Bl","2327.0","B23002B_025E","HD01_VD25","B23002B: Sex by age by employment status (Black or African American alone)"
