RowID,Date,Year,Location,IndicatorName,IndicatorValue,IndicatorID,IndicatorID_old,IndicatorTable
"Baton Rouge, LA_Calculation: (B23002H_004E+B23002H_011E+B23002H_018E+B23002H_025E)/(B23002H_003E+B23002H_010E+B23002H_017E+B23002H_024E)_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA","Workforce participation rate (Male, White alone, not Hispanic or Latino)",79,Calculation: (B23002H_004E+B23002H_011E+B23002H_018E+B23002H_025E)/(B23002H_003E+B23002H_010E+B23002H_017E+B23002H_024E),Calculation: (HD01_VD04+HD01_VD11+HD01_VD18+HD01_VD25)/(HD01_VD03+HD01_VD10+HD01_VD17+HD01_VD24),"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Baton Rouge, LA_B23002H_056E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA","Estimate; Female: - 25 to 54 years: (White alone, not Hispanic or Latino)",14335,B23002H_056E,HD01_VD56,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Baton Rouge, LA_B23002H_025E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA","Estimate; Male: - 55 to 64 years: - In labor force: (White alone, not Hispanic or Latino)",3780,B23002H_025E,HD01_VD25,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Baton Rouge, LA_B23002H_004E_2007",01/01/2007 12:00:00 AM,2007,"Baton Rouge, LA","Estimate; Male: - 16 to 19 years: - In labor force: (White alone, not Hispanic or Latino)",1666,B23002H_004E,HD01_VD04,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_063E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA","Estimate; Female: - 55 to 64 years: (White alone, not Hispanic or Latino)",5493,B23002H_063E,HD01_VD63,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_010E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA","Estimate; Male: - 20 to 24 years: (White alone, not Hispanic or Latino)",4030,B23002H_010E,HD01_VD10,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_011E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA","Estimate; Male: - 20 to 24 years: - In labor force: (White alone, not Hispanic or Latino)",2082,B23002H_011E,HD01_VD11,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_064E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA","Estimate; Female: - 55 to 64 years: - In labor force: (White alone, not Hispanic or Latino)",3896,B23002H_064E,HD01_VD64,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_018E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA","Estimate; Male: - 25 to 54 years: - In labor force: (White alone, not Hispanic or Latino)",16192,B23002H_018E,HD01_VD18,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_049E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA","Estimate; Female: - 20 to 24 years: (White alone, not Hispanic or Latino)",5235,B23002H_049E,HD01_VD49,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_050E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA","Estimate; Female: - 20 to 24 years: - In labor force: (White alone, not Hispanic or Latino)",3848,B23002H_050E,HD01_VD50,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_057E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA","Estimate; Female: - 25 to 54 years: - In labor force: (White alone, not Hispanic or Latino)",12667,B23002H_057E,HD01_VD57,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_024E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA","Estimate; Male: - 55 to 64 years: (White alone, not Hispanic or Latino)",5837,B23002H_024E,HD01_VD24,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_017E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA","Estimate; Male: - 25 to 54 years: (White alone, not Hispanic or Latino)",17684,B23002H_017E,HD01_VD17,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Miami, FL_B23001_148E_2011",01/01/2011 12:00:00 AM,2011,"Miami, FL",Estimate; Female: - 60 and 61 years: (All),4579,B23001_148E,HD01_VD148,B23001: Sex by age by employment status
"New Orleans, LA_B23002H_042E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA","Estimate; Female: - 16 to 19 years: (White alone, not Hispanic or Latino)",722,B23002H_042E,HD01_VD42,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_003E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA","Estimate; Male: - 16 to 19 years: (White alone, not Hispanic or Latino)",1537,B23002H_003E,HD01_VD03,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_Calculation: (B23002H_043E+B23002H_050E+B23002H_057E+B23002H_064E)/(B23002H_042E+B23002H_049E+B23002H_056E+B23002H_063E)_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA","Workforce participation rate (Female, White alone, not Hispanic or Latino)",76,Calculation: (B23002H_043E+B23002H_050E+B23002H_057E+B23002H_064E)/(B23002H_042E+B23002H_049E+B23002H_056E+B23002H_063E),Calculation: (HD01_VD43+HD01_VD50+HD01_VD57+HD01_VD64)/(HD01_VD42+HD01_VD49+HD01_VD56+HD01_VD63),"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_043E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA","Estimate; Female: - 16 to 19 years: - In labor force: (White alone, not Hispanic or Latino)",135,B23002H_043E,HD01_VD43,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_Calculation: (B23002H_004E+B23002H_011E+B23002H_018E+B23002H_025E)/(B23002H_003E+B23002H_010E+B23002H_017E+B23002H_024E)_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA","Workforce participation rate (Male, White alone, not Hispanic or Latino)",82,Calculation: (B23002H_004E+B23002H_011E+B23002H_018E+B23002H_025E)/(B23002H_003E+B23002H_010E+B23002H_017E+B23002H_024E),Calculation: (HD01_VD04+HD01_VD11+HD01_VD18+HD01_VD25)/(HD01_VD03+HD01_VD10+HD01_VD17+HD01_VD24),"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_056E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA","Estimate; Female: - 25 to 54 years: (White alone, not Hispanic or Latino)",15465,B23002H_056E,HD01_VD56,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_025E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA","Estimate; Male: - 55 to 64 years: - In labor force: (White alone, not Hispanic or Latino)",5005,B23002H_025E,HD01_VD25,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"New Orleans, LA_B23002H_004E_2007",01/01/2007 12:00:00 AM,2007,"New Orleans, LA","Estimate; Male: - 16 to 19 years: - In labor force: (White alone, not Hispanic or Latino)",572,B23002H_004E,HD01_VD04,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Raleigh, NC_B23002H_063E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC","Estimate; Female: - 55 to 64 years: (White alone, not Hispanic or Latino)",11716,B23002H_063E,HD01_VD63,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Raleigh, NC_B23002H_010E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC","Estimate; Male: - 20 to 24 years: (White alone, not Hispanic or Latino)",10167,B23002H_010E,HD01_VD10,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Raleigh, NC_B23002H_011E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC","Estimate; Male: - 20 to 24 years: - In labor force: (White alone, not Hispanic or Latino)",7182,B23002H_011E,HD01_VD11,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Raleigh, NC_B23002H_064E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC","Estimate; Female: - 55 to 64 years: - In labor force: (White alone, not Hispanic or Latino)",7228,B23002H_064E,HD01_VD64,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Raleigh, NC_B23002H_018E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC","Estimate; Male: - 25 to 54 years: - In labor force: (White alone, not Hispanic or Latino)",42256,B23002H_018E,HD01_VD18,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Raleigh, NC_B23002H_049E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC","Estimate; Female: - 20 to 24 years: (White alone, not Hispanic or Latino)",8677,B23002H_049E,HD01_VD49,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Raleigh, NC_B23002H_050E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC","Estimate; Female: - 20 to 24 years: - In labor force: (White alone, not Hispanic or Latino)",6609,B23002H_050E,HD01_VD50,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Raleigh, NC_B23002H_057E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC","Estimate; Female: - 25 to 54 years: - In labor force: (White alone, not Hispanic or Latino)",36975,B23002H_057E,HD01_VD57,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Raleigh, NC_B23002H_024E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC","Estimate; Male: - 55 to 64 years: (White alone, not Hispanic or Latino)",9570,B23002H_024E,HD01_VD24,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Raleigh, NC_B23002H_017E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC","Estimate; Male: - 25 to 54 years: (White alone, not Hispanic or Latino)",45431,B23002H_017E,HD01_VD17,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Raleigh, NC_B23002H_042E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC","Estimate; Female: - 16 to 19 years: (White alone, not Hispanic or Latino)",6705,B23002H_042E,HD01_VD42,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Raleigh, NC_B23002H_003E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC","Estimate; Male: - 16 to 19 years: (White alone, not Hispanic or Latino)",6363,B23002H_003E,HD01_VD03,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Raleigh, NC_Calculation: (B23002H_043E+B23002H_050E+B23002H_057E+B23002H_064E)/(B23002H_042E+B23002H_049E+B23002H_056E+B23002H_063E)_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC","Workforce participation rate (Female, White alone, not Hispanic or Latino)",72,Calculation: (B23002H_043E+B23002H_050E+B23002H_057E+B23002H_064E)/(B23002H_042E+B23002H_049E+B23002H_056E+B23002H_063E),Calculation: (HD01_VD43+HD01_VD50+HD01_VD57+HD01_VD64)/(HD01_VD42+HD01_VD49+HD01_VD56+HD01_VD63),"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Raleigh, NC_B23002H_043E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC","Estimate; Female: - 16 to 19 years: - In labor force: (White alone, not Hispanic or Latino)",2772,B23002H_043E,HD01_VD43,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Raleigh, NC_Calculation: (B23002H_004E+B23002H_011E+B23002H_018E+B23002H_025E)/(B23002H_003E+B23002H_010E+B23002H_017E+B23002H_024E)_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC","Workforce participation rate (Male, White alone, not Hispanic or Latino)",82,Calculation: (B23002H_004E+B23002H_011E+B23002H_018E+B23002H_025E)/(B23002H_003E+B23002H_010E+B23002H_017E+B23002H_024E),Calculation: (HD01_VD04+HD01_VD11+HD01_VD18+HD01_VD25)/(HD01_VD03+HD01_VD10+HD01_VD17+HD01_VD24),"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Raleigh, NC_B23002H_056E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC","Estimate; Female: - 25 to 54 years: (White alone, not Hispanic or Latino)",47219,B23002H_056E,HD01_VD56,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Raleigh, NC_B23002H_025E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC","Estimate; Male: - 55 to 64 years: - In labor force: (White alone, not Hispanic or Latino)",7293,B23002H_025E,HD01_VD25,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Raleigh, NC_B23002H_004E_2007",01/01/2007 12:00:00 AM,2007,"Raleigh, NC","Estimate; Male: - 16 to 19 years: - In labor force: (White alone, not Hispanic or Latino)",1646,B23002H_004E,HD01_VD04,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Oklahoma City, OK_B23002H_063E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK","Estimate; Female: - 55 to 64 years: (White alone, not Hispanic or Latino)",20653,B23002H_063E,HD01_VD63,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Oklahoma City, OK_B23002H_010E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK","Estimate; Male: - 20 to 24 years: (White alone, not Hispanic or Latino)",9058,B23002H_010E,HD01_VD10,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Oklahoma City, OK_B23002H_011E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK","Estimate; Male: - 20 to 24 years: - In labor force: (White alone, not Hispanic or Latino)",7881,B23002H_011E,HD01_VD11,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Oklahoma City, OK_B23002H_064E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK","Estimate; Female: - 55 to 64 years: - In labor force: (White alone, not Hispanic or Latino)",11942,B23002H_064E,HD01_VD64,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Oklahoma City, OK_B23002H_018E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK","Estimate; Male: - 25 to 54 years: - In labor force: (White alone, not Hispanic or Latino)",63303,B23002H_018E,HD01_VD18,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Oklahoma City, OK_B23002H_049E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK","Estimate; Female: - 20 to 24 years: (White alone, not Hispanic or Latino)",9444,B23002H_049E,HD01_VD49,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Oklahoma City, OK_B23002H_050E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK","Estimate; Female: - 20 to 24 years: - In labor force: (White alone, not Hispanic or Latino)",6972,B23002H_050E,HD01_VD50,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Oklahoma City, OK_B23002H_057E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK","Estimate; Female: - 25 to 54 years: - In labor force: (White alone, not Hispanic or Latino)",54108,B23002H_057E,HD01_VD57,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Oklahoma City, OK_B23002H_024E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK","Estimate; Male: - 55 to 64 years: (White alone, not Hispanic or Latino)",20955,B23002H_024E,HD01_VD24,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Oklahoma City, OK_B23002H_017E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK","Estimate; Male: - 25 to 54 years: (White alone, not Hispanic or Latino)",70248,B23002H_017E,HD01_VD17,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Oklahoma City, OK_B23002H_042E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK","Estimate; Female: - 16 to 19 years: (White alone, not Hispanic or Latino)",6586,B23002H_042E,HD01_VD42,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Oklahoma City, OK_B23002H_003E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK","Estimate; Male: - 16 to 19 years: (White alone, not Hispanic or Latino)",7847,B23002H_003E,HD01_VD03,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Memphis, TN_B23002H_043E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN","Estimate; Female: - 16 to 19 years: - In labor force: (White alone, not Hispanic or Latino)",1819,B23002H_043E,HD01_VD43,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Oklahoma City, OK_Calculation: (B23002H_043E+B23002H_050E+B23002H_057E+B23002H_064E)/(B23002H_042E+B23002H_049E+B23002H_056E+B23002H_063E)_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK","Workforce participation rate (Female, White alone, not Hispanic or Latino)",71,Calculation: (B23002H_043E+B23002H_050E+B23002H_057E+B23002H_064E)/(B23002H_042E+B23002H_049E+B23002H_056E+B23002H_063E),Calculation: (HD01_VD43+HD01_VD50+HD01_VD57+HD01_VD64)/(HD01_VD42+HD01_VD49+HD01_VD56+HD01_VD63),"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Oklahoma City, OK_B23002H_043E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK","Estimate; Female: - 16 to 19 years: - In labor force: (White alone, not Hispanic or Latino)",3292,B23002H_043E,HD01_VD43,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Oklahoma City, OK_Calculation: (B23002H_004E+B23002H_011E+B23002H_018E+B23002H_025E)/(B23002H_003E+B23002H_010E+B23002H_017E+B23002H_024E)_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK","Workforce participation rate (Male, White alone, not Hispanic or Latino)",83,Calculation: (B23002H_004E+B23002H_011E+B23002H_018E+B23002H_025E)/(B23002H_003E+B23002H_010E+B23002H_017E+B23002H_024E),Calculation: (HD01_VD04+HD01_VD11+HD01_VD18+HD01_VD25)/(HD01_VD03+HD01_VD10+HD01_VD17+HD01_VD24),"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Oklahoma City, OK_B23002H_056E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK","Estimate; Female: - 25 to 54 years: (White alone, not Hispanic or Latino)",71093,B23002H_056E,HD01_VD56,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Oklahoma City, OK_B23002H_025E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK","Estimate; Male: - 55 to 64 years: - In labor force: (White alone, not Hispanic or Latino)",15286,B23002H_025E,HD01_VD25,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Oklahoma City, OK_B23002H_004E_2007",01/01/2007 12:00:00 AM,2007,"Oklahoma City, OK","Estimate; Male: - 16 to 19 years: - In labor force: (White alone, not Hispanic or Latino)",3205,B23002H_004E,HD01_VD04,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Memphis, TN_B23002H_063E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN","Estimate; Female: - 55 to 64 years: (White alone, not Hispanic or Latino)",15504,B23002H_063E,HD01_VD63,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Memphis, TN_B23002H_010E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN","Estimate; Male: - 20 to 24 years: (White alone, not Hispanic or Latino)",8567,B23002H_010E,HD01_VD10,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Memphis, TN_B23002H_011E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN","Estimate; Male: - 20 to 24 years: - In labor force: (White alone, not Hispanic or Latino)",6466,B23002H_011E,HD01_VD11,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Memphis, TN_B23002H_064E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN","Estimate; Female: - 55 to 64 years: - In labor force: (White alone, not Hispanic or Latino)",9352,B23002H_064E,HD01_VD64,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Memphis, TN_B23002H_018E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN","Estimate; Male: - 25 to 54 years: - In labor force: (White alone, not Hispanic or Latino)",35216,B23002H_018E,HD01_VD18,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Memphis, TN_B23002H_049E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN","Estimate; Female: - 20 to 24 years: (White alone, not Hispanic or Latino)",8216,B23002H_049E,HD01_VD49,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Memphis, TN_B23002H_050E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN","Estimate; Female: - 20 to 24 years: - In labor force: (White alone, not Hispanic or Latino)",6352,B23002H_050E,HD01_VD50,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Memphis, TN_B23002H_057E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN","Estimate; Female: - 25 to 54 years: - In labor force: (White alone, not Hispanic or Latino)",28130,B23002H_057E,HD01_VD57,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Memphis, TN_B23002H_024E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN","Estimate; Male: - 55 to 64 years: (White alone, not Hispanic or Latino)",15050,B23002H_024E,HD01_VD24,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Memphis, TN_B23002H_017E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN","Estimate; Male: - 25 to 54 years: (White alone, not Hispanic or Latino)",38838,B23002H_017E,HD01_VD17,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Memphis, TN_B23002H_042E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN","Estimate; Female: - 16 to 19 years: (White alone, not Hispanic or Latino)",3116,B23002H_042E,HD01_VD42,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Memphis, TN_B23002H_003E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN","Estimate; Male: - 16 to 19 years: (White alone, not Hispanic or Latino)",4361,B23002H_003E,HD01_VD03,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Memphis, TN_Calculation: (B23002H_043E+B23002H_050E+B23002H_057E+B23002H_064E)/(B23002H_042E+B23002H_049E+B23002H_056E+B23002H_063E)_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN","Workforce participation rate (Female, White alone, not Hispanic or Latino)",70,Calculation: (B23002H_043E+B23002H_050E+B23002H_057E+B23002H_064E)/(B23002H_042E+B23002H_049E+B23002H_056E+B23002H_063E),Calculation: (HD01_VD43+HD01_VD50+HD01_VD57+HD01_VD64)/(HD01_VD42+HD01_VD49+HD01_VD56+HD01_VD63),"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Memphis, TN_Calculation: (B23002H_004E+B23002H_011E+B23002H_018E+B23002H_025E)/(B23002H_003E+B23002H_010E+B23002H_017E+B23002H_024E)_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN","Workforce participation rate (Male, White alone, not Hispanic or Latino)",82,Calculation: (B23002H_004E+B23002H_011E+B23002H_018E+B23002H_025E)/(B23002H_003E+B23002H_010E+B23002H_017E+B23002H_024E),Calculation: (HD01_VD04+HD01_VD11+HD01_VD18+HD01_VD25)/(HD01_VD03+HD01_VD10+HD01_VD17+HD01_VD24),"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Memphis, TN_B23002H_056E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN","Estimate; Female: - 25 to 54 years: (White alone, not Hispanic or Latino)",38128,B23002H_056E,HD01_VD56,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Memphis, TN_B23002H_025E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN","Estimate; Male: - 55 to 64 years: - In labor force: (White alone, not Hispanic or Latino)",11371,B23002H_025E,HD01_VD25,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Memphis, TN_B23002H_004E_2007",01/01/2007 12:00:00 AM,2007,"Memphis, TN","Estimate; Male: - 16 to 19 years: - In labor force: (White alone, not Hispanic or Latino)",1470,B23002H_004E,HD01_VD04,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Nashville, TN_B23002H_063E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN","Estimate; Female: - 55 to 64 years: (White alone, not Hispanic or Latino)",24241,B23002H_063E,HD01_VD63,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Nashville, TN_B23002H_010E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN","Estimate; Male: - 20 to 24 years: (White alone, not Hispanic or Latino)",9966,B23002H_010E,HD01_VD10,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Nashville, TN_B23002H_011E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN","Estimate; Male: - 20 to 24 years: - In labor force: (White alone, not Hispanic or Latino)",6972,B23002H_011E,HD01_VD11,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Nashville, TN_B23002H_064E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN","Estimate; Female: - 55 to 64 years: - In labor force: (White alone, not Hispanic or Latino)",16318,B23002H_064E,HD01_VD64,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Nashville, TN_B23002H_018E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN","Estimate; Male: - 25 to 54 years: - In labor force: (White alone, not Hispanic or Latino)",74593,B23002H_018E,HD01_VD18,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Nashville, TN_B23002H_049E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN","Estimate; Female: - 20 to 24 years: (White alone, not Hispanic or Latino)",10245,B23002H_049E,HD01_VD49,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Nashville, TN_B23002H_050E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN","Estimate; Female: - 20 to 24 years: - In labor force: (White alone, not Hispanic or Latino)",7431,B23002H_050E,HD01_VD50,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Nashville, TN_B23002H_057E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN","Estimate; Female: - 25 to 54 years: - In labor force: (White alone, not Hispanic or Latino)",65158,B23002H_057E,HD01_VD57,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Nashville, TN_B23002H_024E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN","Estimate; Male: - 55 to 64 years: (White alone, not Hispanic or Latino)",21471,B23002H_024E,HD01_VD24,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Nashville, TN_B23002H_017E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN","Estimate; Male: - 25 to 54 years: (White alone, not Hispanic or Latino)",82581,B23002H_017E,HD01_VD17,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
"Nashville, TN_B23002H_042E_2007",01/01/2007 12:00:00 AM,2007,"Nashville, TN","Estimate; Female: - 16 to 19 years: (White alone, not Hispanic or Latino)",8122,B23002H_042E,HD01_VD42,"B23002H: Sex by age by employment status (White alone, not Hispanic or Latino)"
